Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Linseed,2018,Rabi       ,Uttarakhand,13,13,1373,2108.6,4.55,1
Maize,2018,Kharif     ,Uttarakhand,21266,40107,1373,3449345.2,7443.1,1.77
Maize,2018,Summer     ,Uttarakhand,118,166,1373,19139.6,41.3,1.656
Masoor,2018,Rabi       ,Uttarakhand,8981,7891,1373,1456718.2,3143.35,0.848461538
Moong(Green Gram),2018,Kharif     ,Uttarakhand,1,1,1373,162.2,0.35,1
Moth,2018,Kharif     ,Uttarakhand,20,9,1373,3244,7,0.48
Onion,2018,Whole Year ,Uttarakhand,3345,53748,1373,542559,1170.75,16.14384615
Other  Rabi pulses,2018,Rabi       ,Uttarakhand,5,3,1373,811,1.75,0.666666667
Other Cereals,2018,Kharif     ,Uttarakhand,768,407,1373,124569.6,268.8,0.561428571
Other Cereals,2018,Rabi       ,Uttarakhand,755,568,1373,122461,264.25,0.74
Other Kharif pulses,2018,Kharif     ,Uttarakhand,14373,15537,1373,2331300.6,5030.55,1.035454545
Other Summer Pulses,2018,Summer     ,Uttarakhand,3,2,1373,486.6,1.05,0.67
Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,5552,5551,1373,900534.4,1943.2,0.718461538
Potato,2018,Kharif     ,Uttarakhand,6970,69123,1373,1130534,2439.5,10.553
Potato,2018,Rabi       ,Uttarakhand,4955,60075,1373,803701,1734.25,11.87384615
Ragi,2018,Kharif     ,Uttarakhand,94004,114457,1373,15247448.8,32901.4,1.364545455
Rapeseed &Mustard,2018,Rabi       ,Uttarakhand,13144,12258,1373,2131956.8,4600.4,0.863076923
Rice,2018,Kharif     ,Uttarakhand,243666,574963,1373,39522625.2,85283.1,1.804615385
Rice,2018,Summer     ,Uttarakhand,15682,51570,1373,2543620.4,5488.7,3.283333333
Sesamum,2018,Kharif     ,Uttarakhand,1848,550,1373,299745.6,646.8,0.260833333
Small millets,2018,Kharif     ,Uttarakhand,53829,68899,1373,8731063.8,18840.15,1.236363636
Soyabean,2018,Kharif     ,Uttarakhand,9054,9681,1373,1468558.8,3168.9,0.959166667
Sugarcane,2018,Whole Year ,Uttarakhand,92863,6459016,1373,15062378.6,32502.05,73.1
Sunflower,2018,Kharif     ,Uttarakhand,5,3,1373,811,1.75,0.6
Sunflower,2018,Summer     ,Uttarakhand,3,3,1373,486.6,1.05,1
Tobacco,2018,Whole Year ,Uttarakhand,1,2,1373,162.2,0.35,2
Turmeric,2018,Whole Year ,Uttarakhand,1308,4092,1373,212157.6,457.8,2.91
Urad,2018,Kharif     ,Uttarakhand,12491,10727,1373,2026040.2,4371.85,0.950769231
Urad,2018,Summer     ,Uttarakhand,49,32,1373,7947.8,17.15,0.825
Wheat,2018,Rabi       ,Uttarakhand,307452,927657,1373,49868714.4,107608.2,2.349230769
other oilseeds,2018,Kharif     ,Uttarakhand,17,16,1373,2757.4,5.95,0.8225
other oilseeds,2018,Rabi       ,Uttarakhand,8,5,1373,1297.6,2.8,0.583333333
Arhar/Tur,2019,Kharif     ,Haryana,1263,1404,351.8,216932.88,467.31,1.122857143
Bajra,2019,Kharif     ,Haryana,492900,1101500,351.8,84660504,182373,2.225238095
Barley,2019,Rabi       ,Haryana,12100,46600,351.8,2078296,4477,3.988235294
Castor seed,2019,Kharif     ,Haryana,6685,4454,351.8,1148215.6,2473.45,0.765
Coriander,2019,Whole Year ,Haryana,2163.6,6291,351.8,371619.936,800.532,3.844736842
Cotton(lint),2019,Kharif     ,Haryana,723000,2463000,351.8,124182480,267510,3.106875
Garlic,2019,Whole Year ,Haryana,3096,41622,351.8,531768.96,1145.52,11.068
Ginger,2019,Whole Year ,Haryana,74,623,351.8,12710.24,27.38,10.345
Gram,2019,Rabi       ,Haryana,43970,47090,351.8,7552287.2,16268.9,1.168888889
Groundnut,2019,Kharif     ,Haryana,2725,3089,351.8,468046,1008.25,1.037777778
Guar seed,2019,Kharif     ,Haryana,135806,120845,351.8,23326038.56,50248.22,0.88625
Horse-gram,2019,Kharif     ,Haryana,425,213,351.8,72998,157.25,0.666666667
Jowar,2019,Kharif     ,Haryana,29920,15770,351.8,5139059.2,11070.4,0.639333333
Maize,2019,Kharif     ,Haryana,6050,17290,351.8,1039148,2238.5,3.085263158
Masoor,2019,Rabi       ,Haryana,879,604,351.8,150977.04,325.23,0.9
Moong(Green Gram),2019,Kharif     ,Haryana,23852,15894,351.8,4096819.52,8825.24,0.5855
Moth,2019,Kharif     ,Haryana,410,76,351.8,70421.6,151.7,0.208333333
Onion,2019,Whole Year ,Haryana,23749,610443,351.8,4079128.24,8787.13,24.54181818
Peas & beans (Pulses),2019,Kharif     ,Haryana,13744,178280,351.8,2360669.44,5085.28,13.10181818
Peas & beans (Pulses),2019,Rabi       ,Haryana,2968,3957,351.8,509783.68,1098.16,1.18
Potato,2019,Whole Year ,Haryana,38200,982400,351.8,6561232,14134,25.395
Rapeseed &Mustard,2019,Rabi       ,Haryana,636400,1142200,351.8,109308064,235468,1.796818182
Rice,2019,Kharif     ,Haryana,1558900,5194600,351.8,267756664,576793,3.048095238
Sesamum,2019,Kharif     ,Haryana,422,337,351.8,72482.72,156.14,0.823333333
Sugarcane,2019,Whole Year ,Haryana,96300,7730300,351.8,16540488,35631,78.94444444
Sunflower,2019,Kharif     ,Haryana,9050,16730,351.8,1554428,3348.5,1.7625
Turmeric,2019,Whole Year ,Haryana,1753,20304,351.8,301095.28,648.61,12.75375
Urad,2019,Kharif     ,Haryana,265,136,351.8,45516.4,98.05,0.538333333
Wheat,2019,Rabi       ,Haryana,2533800,11876900,351.8,435205488,937506,4.618181818
other oilseeds,2019,Rabi       ,Haryana,5000,7700,351.8,858800,1850,1.604
Arhar/Tur,2019,Kharif     ,Himachal Pradesh,77,50,1217.7,13225.52,28.49,0.69
Bajra,2019,Kharif     ,Himachal Pradesh,107,109,1217.7,18378.32,39.59,1.005
Barley,2019,Rabi       ,Himachal Pradesh,20404,35413,1217.7,3504591.04,7549.48,1.748181818
Coriander,2019,Rabi       ,Himachal Pradesh,130,66,1217.7,22328.8,48.1,0.575
Cotton(lint),2019,Kharif     ,Himachal Pradesh,15,7,1217.7,2576.4,5.55,0.47
Dry chillies,2019,Kharif     ,Himachal Pradesh,583,276,1217.7,100136.08,215.71,0.484
Garlic,2019,Rabi       ,Himachal Pradesh,3943,2575,1217.7,677249.68,1458.91,0.672
Ginger,2019,Kharif     ,Himachal Pradesh,2264,10675,1217.7,388864.64,837.68,3.946666667
Gram,2019,Rabi       ,Himachal Pradesh,394,421,1217.7,67673.44,145.78,1.052222222
Groundnut,2019,Kharif     ,Himachal Pradesh,44,51,1217.7,7557.44,16.28,1.0825
Horse-gram,2019,Kharif     ,Himachal Pradesh,1633,1022,1217.7,280484.08,604.21,0.613
Linseed,2019,Rabi       ,Himachal Pradesh,820,342,1217.7,140843.2,303.4,0.415
Maize,2019,Kharif     ,Himachal Pradesh,287444,744603,1217.7,49371381.44,106354.28,2.630833333
Masoor,2019,Rabi       ,Himachal Pradesh,490,454,1217.7,84162.4,181.3,0.908888889
Moong(Green Gram),2019,Kharif     ,Himachal Pradesh,117,90,1217.7,20095.92,43.29,0.74875
Moth,2019,Kharif     ,Himachal Pradesh,28,22,1217.7,4809.28,10.36,0.755
Onion,2019,Rabi       ,Himachal Pradesh,952,7050,1217.7,163515.52,352.24,7.29
Other  Rabi pulses,2019,Rabi       ,Himachal Pradesh,9080,36316,1217.7,1559580.8,3359.6,4
Other Kharif pulses,2019,Kharif     ,Himachal Pradesh,6996,6541,1217.7,1201632.96,2588.52,0.925
Peas & beans (Pulses),2019,Rabi       ,Himachal Pradesh,2565,5167,1217.7,440564.4,949.05,2.062727273
Potato,2019,Kharif     ,Himachal Pradesh,2970,24480,1217.7,510127.2,1098.9,7.22375
Potato,2019,Rabi       ,Himachal Pradesh,7156,84443,1217.7,1229114.56,2647.72,10.83
Ragi,2019,Kharif     ,Himachal Pradesh,1757,2060,1217.7,301782.32,650.09,1.0725
Rapeseed &Mustard,2019,Rabi       ,Himachal Pradesh,8605,4911,1217.7,1477994.8,3183.85,0.535454545
Rice,2019,Kharif     ,Himachal Pradesh,72620,116879,1217.7,12473211.2,26869.4,1.656363636
Sesamum,2019,Kharif     ,Himachal Pradesh,379,191,1217.7,65097.04,140.23,0.481111111
Small millets,2019,Kharif     ,Himachal Pradesh,5214,4802,1217.7,895556.64,1929.18,0.865833333
Soyabean,2019,Kharif     ,Himachal Pradesh,556,949,1217.7,95498.56,205.72,1.63125
Sugarcane,2019,Whole Year ,Himachal Pradesh,1603,36143,1217.7,275331.28,593.11,16.91166667
Turmeric,2019,Kharif     ,Himachal Pradesh,285,197,1217.7,48951.6,105.45,0.747777778
Urad,2019,Kharif     ,Himachal Pradesh,7017,5155,1217.7,1205239.92,2596.29,0.777272727
Wheat,2019,Rabi       ,Himachal Pradesh,319098,619689,1217.7,54808272.48,118066.26,1.7575
Arhar/Tur,2019,Kharif     ,Punjab,2000,2200,653.2,343520,740,1.118571429
Bajra,2019,Kharif     ,Punjab,500,300,653.2,85880,185,0.585
Barley,2019,Rabi       ,Punjab,6200,23400,653.2,1064912,2294,3.646666667
Cotton(lint),2019,Kharif     ,Punjab,248000,1206400,653.2,42596480,91760,4.764444444
Gram,2019,Rabi       ,Punjab,1500,1800,653.2,257640,555,1.17
Groundnut,2019,Kharif     ,Punjab,1400,2800,653.2,240464,518,2
Guar seed,2019,Kharif     ,Punjab,16300,13800,653.2,2799688,6031,0.8975
Maize,2019,Kharif     ,Punjab,114600,410500,653.2,19683696,42402,3.539444444
Masoor,2019,Rabi       ,Punjab,800,400,653.2,137408,296,0.5
Moong(Green Gram),2019,Kharif     ,Punjab,2600,2300,653.2,446576,962,0.836666667
Moong(Green Gram),2019,Rabi       ,Punjab,21300,19500,653.2,3658488,7881,0.915714286
Peas & beans (Pulses),2019,Rabi       ,Punjab,1800,1600,653.2,309168,666,1.008571429
Rapeseed &Mustard,2019,Rabi       ,Punjab,28400,42600,653.2,4877984,10508,1.51
Rice,2019,Kharif     ,Punjab,3142000,12675000,653.2,539669920,1162540,3.930909091
Sesamum,2019,Kharif     ,Punjab,2600,1000,653.2,446576,962,0.39875
Sugarcane,2019,Whole Year ,Punjab,91000,7302000,653.2,15630160,33670,81.60705882
Sunflower,2019,Rabi       ,Punjab,4300,8000,653.2,738568,1591,1.872
Urad,2019,Kharif     ,Punjab,2000,1200,653.2,343520,740,0.818
Wheat,2019,Rabi       ,Punjab,3521000,17619000,653.2,604766960,1302770,4.892272727
other oilseeds,2019,Rabi       ,Punjab,2600,3300,653.2,446576,962,1.39
Arhar/Tur,2019,Kharif     ,Uttar Pradesh,285000,279213,814.5,48951600,105450,0.919565217
Bajra,2019,Kharif     ,Uttar Pradesh,917090,1939329,814.5,157519378.4,339323.3,1.9009375
Banana,2019,Summer     ,Uttar Pradesh,72585,3332135,814.5,12467199.6,26856.45,46.33580645
Barley,2019,Rabi       ,Uttar Pradesh,166979,523051,814.5,28680313.04,61782.23,3.205555556
Coriander,2019,Rabi       ,Uttar Pradesh,7090,5116,814.5,1217778.4,2623.3,0.725076923
Cotton(lint),2019,Kharif     ,Uttar Pradesh,3185,7429,814.5,547055.6,1178.45,2.305555556
Dry chillies,2019,Kharif     ,Uttar Pradesh,13547,11808,814.5,2326832.72,5012.39,0.880857143
Garlic,2019,Rabi       ,Uttar Pradesh,34638,207886,814.5,5949422.88,12816.06,6.00031746
Ginger,2019,Kharif     ,Uttar Pradesh,880,4620,814.5,151148.8,325.6,5.2475
Gram,2019,Rabi       ,Uttar Pradesh,620776,851211,814.5,106624485.8,229687.12,1.258
Groundnut,2019,Kharif     ,Uttar Pradesh,93822,88371,814.5,16114866.72,34714.14,1.081904762
Guar seed,2019,Kharif     ,Uttar Pradesh,1979,1418,814.5,339913.04,732.23,0.710877193
Jowar,2019,Kharif     ,Uttar Pradesh,168047,226638,814.5,28863752.72,62177.39,1.206296296
Linseed,2019,Rabi       ,Uttar Pradesh,27073,18626,814.5,4650058.48,10017.01,0.693695652
Maize,2019,Kharif     ,Uttar Pradesh,665264,1641286,814.5,114265744.6,246147.68,2.039466667
Maize,2019,Rabi       ,Uttar Pradesh,14992,42414,814.5,2575025.92,5547.04,2.745813953
Maize,2019,Summer     ,Uttar Pradesh,48817,120432,814.5,8384807.92,18062.29,2.467962963
Masoor,2019,Rabi       ,Uttar Pradesh,463374,453266,814.5,79589118.24,171448.38,0.910540541
Moong(Green Gram),2019,Kharif     ,Uttar Pradesh,48924,14042,814.5,8403186.24,18101.88,0.404264706
Moong(Green Gram),2019,Summer     ,Uttar Pradesh,44372,39252,814.5,7621334.72,16417.64,0.854363636
Onion,2019,Rabi       ,Uttar Pradesh,11734,167327,814.5,2015431.84,4341.58,14.46173333
Onion,2019,Summer     ,Uttar Pradesh,16231,265715,814.5,2787836.56,6005.47,16.15106061
Peas & beans (Pulses),2019,Rabi       ,Uttar Pradesh,343563,565256,814.5,59010380.88,127118.31,1.443150685
Potato,2019,Rabi       ,Uttar Pradesh,552382,14869966,814.5,94877132.32,204381.34,25.4704
Rapeseed &Mustard,2019,Rabi       ,Uttar Pradesh,702889,885907,814.5,120728214.6,260068.93,1.101066667
Rice,2019,Kharif     ,Uttar Pradesh,5898690,16947998,814.5,1013158994,2182515.3,2.823466667
Rice,2019,Summer     ,Uttar Pradesh,25659,79891,814.5,4407189.84,9493.83,2.968717949
Sannhamp,2019,Kharif     ,Uttar Pradesh,1613,460,814.5,277048.88,596.81,0.3071875
Sesamum,2019,Kharif     ,Uttar Pradesh,355909,65536,814.5,61130929.84,131686.33,0.174347826
Small millets,2019,Kharif     ,Uttar Pradesh,8134,5923,814.5,1397095.84,3009.58,0.683333333
Small millets,2019,Summer     ,Uttar Pradesh,53,48,814.5,9103.28,19.61,0.946
Soyabean,2019,Kharif     ,Uttar Pradesh,22402,11497,814.5,3847767.52,8288.74,0.471818182
Sugarcane,2019,Kharif     ,Uttar Pradesh,2208347,179567765,814.5,379305680.7,817088.39,70.96973333
Sunflower,2019,Summer     ,Uttar Pradesh,3421,4727,814.5,587590.96,1265.77,1.350294118
Sweet potato,2019,Kharif     ,Uttar Pradesh,15852,186148,814.5,2722739.52,5865.24,11.75044118
Tobacco,2019,Rabi       ,Uttar Pradesh,34796,97646,814.5,5976560.96,12874.52,2.738333333
Tobacco,2019,Summer     ,Uttar Pradesh,250,461,814.5,42940,92.5,1.946666667
Turmeric,2019,Rabi       ,Uttar Pradesh,1894,2669,814.5,325313.44,700.78,1.305
Urad,2019,Kharif     ,Uttar Pradesh,518986,212530,814.5,89141035.36,192024.82,0.592739726
Urad,2019,Summer     ,Uttar Pradesh,45487,32575,814.5,7812847.12,16830.19,0.788070175
Wheat,2019,Rabi       ,Uttar Pradesh,9852504,36209665,814.5,1692266087,3645426.48,3.688533333
Arhar/Tur,2019,Kharif     ,Uttarakhand,3182,2735,1378.9,546540.32,1177.34,0.761
Barley,2019,Rabi       ,Uttarakhand,20117,28539,1378.9,3455295.92,7443.29,1.604615385
Garlic,2019,Whole Year ,Uttarakhand,4600,34716,1378.9,790096,1702,5.727727273
Gram,2019,Rabi       ,Uttarakhand,722,547,1378.9,124010.72,267.14,0.74
Groundnut,2019,Kharif     ,Uttarakhand,669,706,1378.9,114907.44,247.53,0.985
Horse-gram,2019,Kharif     ,Uttarakhand,13223,12194,1378.9,2271182.48,4892.51,0.931818182
Maize,2019,Kharif     ,Uttarakhand,21193,40823,1378.9,3640109.68,7841.41,1.706923077
Maize,2019,Summer     ,Uttarakhand,362,491,1378.9,62177.12,133.94,1.7
Masoor,2019,Rabi       ,Uttarakhand,10246,10405,1378.9,1759852.96,3791.02,0.96
Moong(Green Gram),2019,Kharif     ,Uttarakhand,2,2,1378.9,343.52,0.74,1
Moong(Green Gram),2019,Summer     ,Uttarakhand,10,6,1378.9,1717.6,3.7,0.62
Moth,2019,Kharif     ,Uttarakhand,9,5,1378.9,1545.84,3.33,0.56
Onion,2019,Whole Year ,Uttarakhand,3474,56216,1378.9,596694.24,1285.38,16.14615385
Other  Rabi pulses,2019,Rabi       ,Uttarakhand,51,42,1378.9,8759.76,18.87,0.853333333
Other Cereals,2019,Kharif     ,Uttarakhand,777,789,1378.9,133457.52,287.49,0.952
Other Cereals,2019,Rabi       ,Uttarakhand,371,297,1378.9,63722.96,137.27,0.8
Other Kharif pulses,2019,Kharif     ,Uttarakhand,14318,14866,1378.9,2459259.68,5297.66,1.02
Peas & beans (Pulses),2019,Rabi       ,Uttarakhand,5903,5153,1378.9,1013899.28,2184.11,0.640769231
Potato,2019,Kharif     ,Uttarakhand,8156,86509,1378.9,1400874.56,3017.72,11.09181818
Potato,2019,Rabi       ,Uttarakhand,6411,76031,1378.9,1101153.36,2372.07,11.32923077
Ragi,2019,Kharif     ,Uttarakhand,91584,129994,1378.9,15730467.84,33886.08,1.525454545
Rapeseed &Mustard,2019,Rabi       ,Uttarakhand,12639,12472,1378.9,2170874.64,4676.43,0.860769231
Rice,2019,Kharif     ,Uttarakhand,240411,615514,1378.9,41292993.36,88952.07,1.933846154
Rice,2019,Summer     ,Uttarakhand,17370,61915,1378.9,2983471.2,6426.9,3.563333333
Sesamum,2019,Kharif     ,Uttarakhand,2052,620,1378.9,352451.52,759.24,0.326153846
Small millets,2019,Kharif     ,Uttarakhand,50305,67967,1378.9,8640386.8,18612.85,1.325454545
Soyabean,2019,Kharif     ,Uttarakhand,8003,8838,1378.9,1374595.28,2961.11,1.178333333
Sugarcane,2019,Whole Year ,Uttarakhand,90688,6838266,1378.9,15576570.88,33554.56,75.7
Sunflower,2019,Kharif     ,Uttarakhand,28,17,1378.9,4809.28,10.36,0.75
Tobacco,2019,Whole Year ,Uttarakhand,3,6,1378.9,515.28,1.11,2
Turmeric,2019,Whole Year ,Uttarakhand,1313,4270,1378.9,225520.88,485.81,3.042
Urad,2019,Kharif     ,Uttarakhand,13173,12233,1378.9,2262594.48,4874.01,0.976153846
Urad,2019,Summer     ,Uttarakhand,69,72,1378.9,11851.44,25.53,1.02
Wheat,2019,Rabi       ,Uttarakhand,303283,887440,1378.9,52091888.08,112214.71,2.376923077
other oilseeds,2019,Kharif     ,Uttarakhand,12,9,1378.9,2061.12,4.44,0.82
other oilseeds,2019,Rabi       ,Uttarakhand,4,3,1378.9,687.04,1.48,0.835
Arhar/Tur,2020,Kharif     ,Uttarakhand,3327,3992,1313.947826,644140.47,1230.99,0.87
Barley,2020,Rabi       ,Uttarakhand,19280,24479,1313.947826,3732800.8,7133.6,1.366923077
Garlic,2020,Whole Year ,Uttarakhand,5345,39638,1313.947826,1034845.45,1977.65,6.603478261
Gram,2020,Rabi       ,Uttarakhand,728,558,1313.947826,140948.08,269.36,0.748181818
Groundnut,2020,Kharif     ,Uttarakhand,617,933,1313.947826,119457.37,228.29,1.521666667
Horse-gram,2020,Kharif     ,Uttarakhand,13149,12844,1313.947826,2545777.89,4865.13,0.969090909
Maize,2020,Kharif     ,Uttarakhand,19697,41108,1313.947826,3813536.17,7287.89,1.973076923
Maize,2020,Summer     ,Uttarakhand,198,430,1313.947826,38334.78,73.26,2.125
Masoor,2020,Rabi       ,Uttarakhand,9246,6998,1313.947826,1790118.06,3421.02,0.751538462
Moong(Green Gram),2020,Kharif     ,Uttarakhand,9,6,1313.947826,1742.49,3.33,0.856666667
Moong(Green Gram),2020,Summer     ,Uttarakhand,8,5,1313.947826,1548.88,2.96,0.785
Moth,2020,Kharif     ,Uttarakhand,42,24,1313.947826,8131.62,15.54,0.57
Onion,2020,Whole Year ,Uttarakhand,3590,49670,1313.947826,695059.9,1328.3,14.18461538
Other  Rabi pulses,2020,Rabi       ,Uttarakhand,32,21,1313.947826,6195.52,11.84,0.763333333
Other Cereals,2020,Kharif     ,Uttarakhand,623,350,1313.947826,120619.03,230.51,0.558571429
Other Cereals,2020,Rabi       ,Uttarakhand,411,333,1313.947826,79573.71,152.07,0.808
Other Kharif pulses,2020,Kharif     ,Uttarakhand,14208,15379,1313.947826,2750810.88,5256.96,1.083333333
Peas & beans (Pulses),2020,Rabi       ,Uttarakhand,4919,4135,1313.947826,952367.59,1820.03,0.669230769
Potato,2020,Kharif     ,Uttarakhand,6020,51902,1313.947826,1165532.2,2227.4,9.942
Potato,2020,Rabi       ,Uttarakhand,5427,62736,1313.947826,1050721.47,2007.99,11.83
Ragi,2020,Kharif     ,Uttarakhand,85427,125898,1313.947826,16539521.47,31607.99,1.589090909
Rapeseed &Mustard,2020,Rabi       ,Uttarakhand,13150,11853,1313.947826,2545971.5,4865.5,0.693846154
Rice,2020,Kharif     ,Uttarakhand,241936,669372,1313.947826,46841228.96,89516.32,2.093076923
Rice,2020,Summer     ,Uttarakhand,15315,55057,1313.947826,2965137.15,5666.55,3.563333333
Sesamum,2020,Kharif     ,Uttarakhand,2017,537,1313.947826,390511.37,746.29,0.240833333
Small millets,2020,Kharif     ,Uttarakhand,44769,65289,1313.947826,8667726.09,16564.53,1.480909091
Soyabean,2020,Kharif     ,Uttarakhand,7246,8800,1313.947826,1402898.06,2681.02,1.214166667
Sugarcane,2020,Whole Year ,Uttarakhand,90184,7970299,1313.947826,17460524.24,33368.08,81.54
Sunflower,2020,Kharif     ,Uttarakhand,3,2,1313.947826,580.83,1.11,0.75
Sunflower,2020,Summer     ,Uttarakhand,3,2,1313.947826,580.83,1.11,0.67
Tobacco,2020,Whole Year ,Uttarakhand,3,6,1313.947826,580.83,1.11,2
Turmeric,2020,Whole Year ,Uttarakhand,1299,4186,1313.947826,251499.39,480.63,2.808333333
Urad,2020,Kharif     ,Uttarakhand,12398,13282,1313.947826,2400376.78,4587.26,1.120769231
Urad,2020,Summer     ,Uttarakhand,58,69,1313.947826,11229.38,21.46,1.193333333
Wheat,2020,Rabi       ,Uttarakhand,297189,937003,1313.947826,57538762.29,109959.93,2.216153846
other oilseeds,2020,Kharif     ,Uttarakhand,13,9,1313.947826,2516.93,4.81,0.7
other oilseeds,2020,Rabi       ,Uttarakhand,30,21,1313.947826,5808.3,11.1,0.69
Bajra,1997,Kharif     ,Haryana,584000,674000,661.2,55579280,181040,1.209444444
Barley,1997,Rabi       ,Haryana,42000,116000,661.2,3997140,13020,2.596666667
Cotton(lint),1997,Whole Year ,Haryana,631000,1107000,661.2,60052270,195610,1.552727273
Gram,1997,Kharif     ,Haryana,59000,45000,661.2,5615030,18290,0.76
Gram,1997,Rabi       ,Haryana,295000,264000,661.2,28075150,91450,0.891538462
Jowar,1997,Kharif     ,Haryana,130000,32000,661.2,12372100,40300,0.3575
Maize,1997,Kharif     ,Haryana,26000,50000,661.2,2474420,8060,1.9725
Other  Rabi pulses,1997,Rabi       ,Haryana,104000,78000,661.2,9897680,32240,0.886153846
Other Kharif pulses,1997,Kharif     ,Haryana,64500,59400,661.2,6138465,19995,0.756315789
Rice,1997,Kharif     ,Haryana,913000,2556000,661.2,86890210,283030,2.730588235
Sugarcane,1997,Whole Year ,Haryana,141000,7500000,661.2,13418970,43710,50.3125
Wheat,1997,Rabi       ,Haryana,2057000,7528000,661.2,195764690,637670,3.607368421
Bajra,1999,Kharif     ,Jammu and Kashmir,13357,6397,667.1,1417578.41,3606.39,0.5575
Barley,1999,Kharif     ,Jammu and Kashmir,34,10,667.1,3608.42,9.18,0.29
Barley,1999,Rabi       ,Jammu and Kashmir,10958,5051,667.1,1162972.54,2958.66,0.591666667
Gram,1999,Rabi       ,Jammu and Kashmir,443,120,667.1,47015.59,119.61,0.35
Groundnut,1999,Kharif     ,Jammu and Kashmir,8,4,667.1,849.04,2.16,0.51
Jowar,1999,Kharif     ,Jammu and Kashmir,6,1,667.1,636.78,1.62,0.2
Linseed,1999,Rabi       ,Jammu and Kashmir,700,302,667.1,74291,189,0.43875
Maize,1999,Kharif     ,Jammu and Kashmir,317324,471210,667.1,33677596.12,85677.48,1.288333333
Rapeseed &Mustard,1999,Rabi       ,Jammu and Kashmir,68751,50410,667.1,7296543.63,18562.77,0.561818182
Rice,1999,Kharif     ,Jammu and Kashmir,250625,391529,667.1,26598831.25,67668.75,1.489166667
Sesamum,1999,Kharif     ,Jammu and Kashmir,6418,2741,667.1,681142.34,1732.86,0.4625
Sugarcane,1999,Whole Year ,Jammu and Kashmir,143,143,667.1,15176.59,38.61,1.1125
Bajra,2000,Kharif     ,Jammu and Kashmir,13340,6188,989.5,1309587.8,3468.4,0.536
Barley,2000,Kharif     ,Jammu and Kashmir,34,9,989.5,3337.78,8.84,0.26
Barley,2000,Rabi       ,Jammu and Kashmir,8730,4284,989.5,857024.1,2269.8,0.655
Dry chillies,2000,Whole Year ,Jammu and Kashmir,1000,1020,989.5,98170,260,0.92
Garlic,2000,Whole Year ,Jammu and Kashmir,201,165,989.5,19732.17,52.26,0.88
Ginger,2000,Kharif     ,Jammu and Kashmir,40,48,989.5,3926.8,10.4,1.415
Gram,2000,Rabi       ,Jammu and Kashmir,398,107,989.5,39071.66,103.48,0.335
Groundnut,2000,Kharif     ,Jammu and Kashmir,12,6,989.5,1178.04,3.12,0.5
Linseed,2000,Rabi       ,Jammu and Kashmir,361,94,989.5,35439.37,93.86,0.358
Maize,2000,Kharif     ,Jammu and Kashmir,330208,525800,989.5,32416519.36,85854.08,1.490833333
Onion,2000,Whole Year ,Jammu and Kashmir,365,805,989.5,35832.05,94.9,2.285
Rapeseed &Mustard,2000,Rabi       ,Jammu and Kashmir,66135,24973,989.5,6492472.95,17195.1,0.381666667
Rice,2000,Kharif     ,Jammu and Kashmir,244051,415342,989.5,23958486.67,63453.26,1.6
Sannhamp,2000,Whole Year ,Jammu and Kashmir,275,136,989.5,26996.75,71.5,0.494
Sesamum,2000,Kharif     ,Jammu and Kashmir,6591,2773,989.5,647038.47,1713.66,0.414
Sugarcane,2000,Whole Year ,Jammu and Kashmir,126,417,989.5,12369.42,32.76,2.6275
Tobacco,2000,Whole Year ,Jammu and Kashmir,99,12,989.5,9718.83,25.74,0.12
Turmeric,2000,Whole Year ,Jammu and Kashmir,11,11,989.5,1079.87,2.86,1
Wheat,2000,Rabi       ,Jammu and Kashmir,276815,145060,989.5,27174928.55,71971.9,0.820833333
other oilseeds,2000,Kharif     ,Jammu and Kashmir,8,4,989.5,785.36,2.08,0.5
other oilseeds,2000,Rabi       ,Jammu and Kashmir,729,255,989.5,71565.93,189.54,0.34
Bajra,2001,Kharif     ,Jammu and Kashmir,13571,8056,953.8,1386006.23,3528.46,0.586
Barley,2001,Kharif     ,Jammu and Kashmir,27,7,953.8,2757.51,7.02,0.26
Barley,2001,Rabi       ,Jammu and Kashmir,9837,4783,953.8,1004652.81,2557.62,0.6525
Cotton(lint),2001,Kharif     ,Jammu and Kashmir,69,34,953.8,7046.97,17.94,0.49
Gram,2001,Rabi       ,Jammu and Kashmir,178,102,953.8,18179.14,46.28,0.57
Groundnut,2001,Kharif     ,Jammu and Kashmir,12,6,953.8,1225.56,3.12,0.5
Horse-gram,2001,Kharif     ,Jammu and Kashmir,1944,600,953.8,198540.72,505.44,0.37
Jowar,2001,Kharif     ,Jammu and Kashmir,7,4,953.8,714.91,1.82,0.55
Linseed,2001,Rabi       ,Jammu and Kashmir,436,272,953.8,44528.68,113.36,0.68625
Maize,2001,Kharif     ,Jammu and Kashmir,326476,538070,953.8,33342993.88,84883.76,1.493333333
Masoor,2001,Rabi       ,Jammu and Kashmir,51,24,953.8,5208.63,13.26,0.45
Moong(Green Gram),2001,Kharif     ,Jammu and Kashmir,2406,1070,953.8,245724.78,625.56,0.49125
Onion,2001,Whole Year ,Jammu and Kashmir,518,1159,953.8,52903.34,134.68,1.86
Peas & beans (Pulses),2001,Rabi       ,Jammu and Kashmir,538,442,953.8,54945.94,139.88,0.81125
